,id,name,sex,geography,postcode,ethnic_group,nationality,occupation,Diesel car,Diesel consumption,Electricity consumption,Family type,Gas Availability,Gas consumption,House ID,House members,Individual type,Motor cycle,Number of bedrooms,Other fuel car,Petrol car,Petrol consumption,Region
2561,2561,Lesley Davies,female,South East,SO21 2QA,White,United Kingdom,Other,,,,,,,,,,,,,,,
2686,2686,Amy Ward,female,North West,FY7 7ED,Black / African / Caribbean / Black British,United Kingdom,Other,,,,,,,,,,,,,,,
2044,2044,Nathan Thomas,male,South West,TR7 3NE,White,United Kingdom,Other,,,,,,,,,,,,,,,
8057,8057,Adam Cooper,male,North East,DL3 0GN,White,United Kingdom,"1. Managers, directors and senior officials",,,,,,,,,,,,,,,
9405,9405,Wayne Lamb,male,East Midlands,NG32 1EP,White,Eritrea,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
1032,1032,Phillip McLean,male,East Midlands,DE56 1FD,White,United Kingdom,Other,,,,,,,,,,,,,,,
253,253,Dawn Bentley,female,East,IP21 5LF,White,United Kingdom,9. Elementary occupations,0.0,0.0,1041.356647,One family households,Yes,332.5967956,d6f22283-33e9-4217-9a38-207ece1dd4ed,6.0,Child,0.0,4 bedrooms,0.0,0.0,0.0,east
1094,1094,Gordon Lewis,male,Yorkshire and The Humber,DN14 5PQ,White,United Kingdom,Other,,,,,,,,,,,,,,,
245,245,Zoe Reed,female,Wales,SY17 5AU,White,United Kingdom,Other,0.0,176.0,1526.8368970000001,One family households,Yes,3523.153062,5d29502a-8481-4f2b-9b79-00e39495460b,2.0,Couple,0.0,2 bedrooms,0.0,0.0,0.0,wales
4588,4588,Howard Bennett,male,Scotland,G46 8RY,White,United Kingdom,5. Skilled trades occupations,,,,,,,,,,,,,,,
1820,1820,Timothy Ford,male,South West,SN10 1DJ,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
4937,4937,Jeremy White,male,North West,LA6 1EJ,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
9904,9904,Liam Gallagher,male,North East,TS4 3SS,White,United Kingdom,Other,,,,,,,,,,,,,,,
9569,9569,Tony Johnson,male,South East,GU7 1UH,White,United Kingdom,9. Elementary occupations,,,,,,,,,,,,,,,
6498,6498,Anne Price,female,London,SW11 6DB,Other Ethnic Group,Belgium,5. Skilled trades occupations,,,,,,,,,,,,,,,
7323,7323,Sara Jones,female,London,SM5 1RW,White,United Kingdom,Other,,,,,,,,,,,,,,,
5811,5811,Shirley Ross,female,North West,CH63 2PY,White,United Kingdom,8. Process plant and machine operatives,,,,,,,,,,,,,,,
4624,4624,Dorothy Thomas,female,North West,CH63 3BY,White,United Kingdom,Other,,,,,,,,,,,,,,,
2109,2109,Ross Porter,male,London,N7 9GX,Mixed / Multiple ethnic group,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
5700,5700,Ross Wells,male,East,WD18 1RE,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
9573,9573,Marion Fox,female,Scotland,AB12 3ZJ,White,Romania,Other,,,,,,,,,,,,,,,
2425,2425,Mohammad Wood,male,Scotland,DD2 5GB,White,United Kingdom,Other,,,,,,,,,,,,,,,
8203,8203,Sara Brady,female,North West,OL15 8QJ,White,India,Other,,,,,,,,,,,,,,,
7114,7114,Liam Cook,male,London,CR8 4BH,White,United Kingdom,Other,,,,,,,,,,,,,,,
1347,1347,Charles Wright,male,Scotland,KA28 0BL,White,United Kingdom,Other,,,,,,,,,,,,,,,
6985,6985,Kathryn Clements,female,Yorkshire and The Humber,YO41 4EE,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
8032,8032,Lisa Harris,female,East,NR7 7QP,White,United Kingdom,Other,,,,,,,,,,,,,,,
582,582,Simon Howells,male,South East,BH24 3EY,White,United Kingdom,Other,0.0,0.0,2536.2683850000003,One family households,Yes,8518.794509000001,2b413f27-d8bb-4c81-9b7d-0fcf3e3b58ad,3.0,Child,0.0,3 bedrooms,0.0,0.0,0.0,south east
6942,6942,Anthony Turnbull,male,South West,TA13 5JH,White,United Kingdom,Other,,,,,,,,,,,,,,,
2513,2513,Jonathan Macdonald,male,South East,RG12 2RX,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
966,966,Brenda Scott,female,Yorkshire and The Humber,WF3 2FE,White,United Kingdom,Other,0.0,267.0,3940.8394270000003,One family households,No,0.0,068b8b24-8a23-4813-b5d6-4a6b00787437,2.0,Couple,0.0,1 bedroom,0.0,0.0,0.0,yorkshire and the humber
848,848,Douglas Jones,male,Scotland,G90 8BF,White,United Kingdom,4. Administrative and secretarial occupations,0.0,0.0,776.7880863,One family households,Yes,866.7429822,26db7f20-ea03-4ebc-9b7c-fafe60da0bb6,4.0,Couple,0.0,4 bedrooms,0.0,0.0,0.0,scotland
6405,6405,Jeremy James,male,South West,BS37 7BL,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
5568,5568,Denise Williams,female,Yorkshire and The Humber,LS7 4DJ,White,United Kingdom,"1. Managers, directors and senior officials",,,,,,,,,,,,,,,
317,317,Sara Hayes,female,East,SS5 5JL,White,United Kingdom,Other,1.0,2854.0,5545.7353140000005,One person household,Yes,2524.908523,5cab7d13-1149-40f2-aebc-1adbf99e016a,1.0,Under 65,0.0,2 bedrooms,0.0,0.0,0.0,east
5825,5825,Anthony Williams,male,East,CO11 1FH,White,United Kingdom,Other,,,,,,,,,,,,,,,
375,375,Maureen Hamilton,female,South West,BH21 1LL,White,United Kingdom,5. Skilled trades occupations,0.0,0.0,105.5589726,One family households,Yes,2323.848307,7c991f8f-2a0d-451d-94c5-ce6ad8bfbfa0,4.0,Child,0.0,3 bedrooms,0.0,0.0,0.0,south west
3042,3042,Mandy Tomlinson,female,South East,SO18 2NG,White,United Kingdom,Other,,,,,,,,,,,,,,,
7047,7047,Stacey Owens,female,North West,CA28 0SY,White,Poland,Other,,,,,,,,,,,,,,,
338,338,Daniel Baker,male,South East,ME15 8JE,White,United Kingdom,Other,0.0,0.0,2078.164143,Multi-family households,No,0.0,fd5b5289-d37e-4d3f-84ea-a548f098fdf1,4.0,Multi-family Child 1,0.0,3 bedrooms,0.0,0.0,0.0,south east
2635,2635,Frank Reeves,male,Yorkshire and The Humber,WF11 9FA,White,United Kingdom,"1. Managers, directors and senior officials",,,,,,,,,,,,,,,
4053,4053,Ann Thompson,female,East Midlands,NG5 7BD,White,United Kingdom,Other,,,,,,,,,,,,,,,
2580,2580,Shane Baxter,male,South West,TQ6 9AF,White,United Kingdom,Other,,,,,,,,,,,,,,,
6239,6239,Shirley Adams,female,Northern Ireland,BT66 7AQ,White,United Kingdom,Other,,,,,,,,,,,,,,,
4020,4020,Tom Sullivan,male,South East,RH16 1EZ,White,China,Other,,,,,,,,,,,,,,,
2526,2526,Arthur Brennan,male,London,NW10 7FT,White,United Kingdom,Other,,,,,,,,,,,,,,,
6336,6336,Rita Johnston,female,West Midlands,B66 3TA,White,United Kingdom,Other,,,,,,,,,,,,,,,
2696,2696,Tony Booth,male,London,SM4 9SA,White,Bulgaria,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
1060,1060,Max Burns,male,Yorkshire and The Humber,S26 2AE,White,United Kingdom,Other,,,,,,,,,,,,,,,
2214,2214,Dylan Taylor,male,London,SM1 2HE,Asian / Asian British: Indian,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
1860,1860,Clive Morris,male,London,SE1 1UL,White,Poland,Other,,,,,,,,,,,,,,,
2197,2197,Duncan Roberts,male,East Midlands,NG15 6AR,Mixed / Multiple ethnic group,United Kingdom,Other,,,,,,,,,,,,,,,
4989,4989,Anne Brooks,female,Yorkshire and The Humber,HD3 3HD,White,Republic of Ireland,Other,,,,,,,,,,,,,,,
2456,2456,Beth Jones,female,Wales,SY23 4EF,White,United Kingdom,7. Sales and customer service occupations,,,,,,,,,,,,,,,
8771,8771,Jane Lucas,female,West Midlands,B26 2JN,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
3196,3196,Gavin Bird,male,Scotland,KY8 5AT,White,United Kingdom,Other,,,,,,,,,,,,,,,
7787,7787,Nathan Wilson,male,South East,RG21 3BJ,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
9017,9017,Jacqueline Hart,female,London,N12 2ES,Asian / Asian British: Indian,Bulgaria,"6. Caring, leisure and other service occupations",,,,,,,,,,,,,,,
5495,5495,Amelia Richardson,female,East,CB6 2EP,White,Bulgaria,Other,,,,,,,,,,,,,,,
7011,7011,Cheryl Watts,female,East,CB1 3BB,White,United Kingdom,5. Skilled trades occupations,,,,,,,,,,,,,,,
5425,5425,Laura Kemp,female,London,E17 9BP,White,Republic of Ireland,Other,,,,,,,,,,,,,,,
1035,1035,Terry Parker,male,London,W1K 1DL,White,United Kingdom,Other,,,,,,,,,,,,,,,
6655,6655,Rosie Davey,female,South East,PO9 1NW,White,United Kingdom,7. Sales and customer service occupations,,,,,,,,,,,,,,,
2621,2621,Raymond Cooke,male,West Midlands,ST3 1NS,White,United Kingdom,Other,,,,,,,,,,,,,,,
902,902,Rachel Daly,female,West Midlands,WS7 3AJ,White,United Kingdom,2. Professional occupations,0.0,0.0,616.3327985000001,One family households,Yes,3625.689707,2e83c155-3bf5-4fed-9d82-cbfbb4600814,5.0,Child,0.0,3 bedrooms,0.0,0.0,0.0,west midlands
5576,5576,Elliot Mitchell,male,Wales,CF31 1QX,Asian / Asian British: Indian,United Kingdom,"6. Caring, leisure and other service occupations",,,,,,,,,,,,,,,
1970,1970,Ryan Hunt,male,Scotland,DD4 0FF,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
8131,8131,Kimberley Moran,female,South West,EX20 1WJ,Mixed / Multiple ethnic group,United Kingdom,Other,,,,,,,,,,,,,,,
2581,2581,Megan Smith,female,London,E12 5QF,Asian / Asian British: Pakistani,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
8036,8036,Gregory Wilkinson,male,South West,SN3 1AA,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
5157,5157,Lynne Gallagher,female,East Midlands,DE24 9HQ,White,United Kingdom,Other,,,,,,,,,,,,,,,
3463,3463,Nicole Talbot,female,South West,DT2 7JD,White,United Kingdom,9. Elementary occupations,,,,,,,,,,,,,,,
4150,4150,Brandon Davis,male,Yorkshire and The Humber,S9 1RH,White,United Kingdom,Other,,,,,,,,,,,,,,,
6089,6089,Kerry Smith,female,South East,BN2 6BE,White,United Kingdom,Other,,,,,,,,,,,,,,,
8974,8974,Nicholas Sutton,male,West Midlands,DY8 1EX,White,United Kingdom,Other,,,,,,,,,,,,,,,
9773,9773,Hilary Bond,female,North West,OL4 1DF,White,United Kingdom,Other,,,,,,,,,,,,,,,
5925,5925,Dean Martin,male,Yorkshire and The Humber,S60 2UW,White,United Kingdom,Other,,,,,,,,,,,,,,,
4511,4511,Abbie Mitchell,female,West Midlands,B77 2NN,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
1149,1149,Kerry Taylor,female,North East,TS23 3GR,White,United Kingdom,Other,,,,,,,,,,,,,,,
7154,7154,Dennis Jones,male,East Midlands,NN8 9SP,White,Philippines,9. Elementary occupations,,,,,,,,,,,,,,,
2142,2142,Marion Coleman,female,South East,ME7 5TL,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
7341,7341,Louis Moore,male,East Midlands,DE6 5JP,White,United Kingdom,"1. Managers, directors and senior officials",,,,,,,,,,,,,,,
793,793,Suzanne Cooper,female,North West,M23 1LN,White,United Kingdom,4. Administrative and secretarial occupations,1.0,0.0,3017.886337,One family households,Yes,661.3181484,f62f6bde-44ba-4702-a166-522d2e1eb79f,3.0,Couple,0.0,3 bedrooms,0.0,0.0,0.0,north west
9472,9472,Cheryl Davies,female,South East,SO22 5QR,White,United Kingdom,Other,,,,,,,,,,,,,,,
8800,8800,Bethan Simpson,female,North West,M31 4FW,White,United Kingdom,Other,,,,,,,,,,,,,,,
5119,5119,Joe Jones,male,South East,TN33 0AB,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
7516,7516,Anne Griffiths,female,West Midlands,WR15 8QY,White,United Kingdom,Other,,,,,,,,,,,,,,,
1224,1224,Neil Atkinson,male,Yorkshire and The Humber,HX1 4RH,White,United Kingdom,Other,,,,,,,,,,,,,,,
7291,7291,Gareth Dickinson,male,South West,GL54 1BE,White,France,"1. Managers, directors and senior officials",,,,,,,,,,,,,,,
3639,3639,Sheila Hughes,female,South East,GU15 3TE,White,United Kingdom,9. Elementary occupations,,,,,,,,,,,,,,,
5858,5858,Sophie Reid,female,Northern Ireland,BT54 6RR,White,United Kingdom,Other,,,,,,,,,,,,,,,
4270,4270,Nicholas Ryan,male,West Midlands,HR2 7RX,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
5105,5105,Marie Robinson,female,West Midlands,ST8 6HJ,White,United Kingdom,"6. Caring, leisure and other service occupations",,,,,,,,,,,,,,,
5498,5498,Henry Harper,male,South West,GL53 8AN,White,United Kingdom,5. Skilled trades occupations,,,,,,,,,,,,,,,
4955,4955,Daniel Carr,male,South East,PO4 8JN,White,United Kingdom,9. Elementary occupations,,,,,,,,,,,,,,,
8381,8381,Terry Lynch,male,East,HP1 1PL,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
3127,3127,Gillian Collins,female,Wales,NP44 5BL,White,United Kingdom,8. Process plant and machine operatives,,,,,,,,,,,,,,,
2029,2029,Marc Hodgson,male,London,HA4 7NA,Asian / Asian British: Pakistani,United Kingdom,Other,,,,,,,,,,,,,,,
7946,7946,Declan Baldwin,male,Yorkshire and The Humber,HU3 6ND,Mixed / Multiple ethnic group,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
1821,1821,Graeme Carr,male,Scotland,G33 1DA,White,United Kingdom,Other,,,,,,,,,,,,,,,
1565,1565,Clive Ferguson,male,London,SM4 5LT,White,United Kingdom,9. Elementary occupations,,,,,,,,,,,,,,,
754,754,Ronald Miah,male,North West,WA15 6EZ,White,United Kingdom,Other,0.0,0.0,4614.439534,One family households,Yes,2834.1935510000003,8059d73c-92d9-4ed2-b10f-35d30e7cf354,2.0,Couple,0.0,2 bedrooms,0.0,0.0,0.0,north west
8724,8724,James Morgan,male,South East,BN5 9FL,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
6636,6636,Kenneth Wright,male,Scotland,G83 8AW,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
4715,4715,Leah Wood,female,West Midlands,B94 6HH,White,Republic of Ireland,Other,,,,,,,,,,,,,,,
8806,8806,Jordan Perkins,male,South West,GL17 0QS,White,United Kingdom,Other,,,,,,,,,,,,,,,
6836,6836,Leon Wright,male,South East,RH15 5EL,White,United Kingdom,"6. Caring, leisure and other service occupations",,,,,,,,,,,,,,,
2114,2114,Cameron Warner,male,East Midlands,DE23 6GD,White,United Kingdom,"1. Managers, directors and senior officials",,,,,,,,,,,,,,,
33,33,Harriet Richardson,female,East,EN6 4NJ,White,United Kingdom,4. Administrative and secretarial occupations,0.0,1402.0,3235.391466,One family households,Yes,7302.999006,2893c01e-c351-44ed-a419-ea3350cef8a0,2.0,Couple,0.0,3 bedrooms,0.0,1.0,0.0,east
5057,5057,Jordan Townsend,male,North West,CH48 5HD,White,United Kingdom,Other,,,,,,,,,,,,,,,
4911,4911,Marie Ford,female,South West,SN1 4NL,White,United Kingdom,Other,,,,,,,,,,,,,,,
5115,5115,Alice Richardson,female,North West,WA7 1JB,White,United Kingdom,Other,,,,,,,,,,,,,,,
3696,3696,Jacob Jackson,male,Scotland,ML5 5HH,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
8234,8234,Kieran Reid,male,East,CB23 1LS,White,United Kingdom,Other,,,,,,,,,,,,,,,
8011,8011,Pamela Hayes,female,London,IG11 9TX,White,United Kingdom,Other,,,,,,,,,,,,,,,
5204,5204,Dean Davis,male,North West,FY8 1FN,Asian / Asian British: Pakistani,United States of America,Other,,,,,,,,,,,,,,,
8320,8320,Iain Bennett,male,East,PE2 6YQ,White,United Kingdom,Other,,,,,,,,,,,,,,,
8048,8048,Sheila Clark,female,West Midlands,B94 5QU,White,United Kingdom,8. Process plant and machine operatives,,,,,,,,,,,,,,,
3951,3951,Chloe Jackson,female,East,SS6 9RD,Asian / Asian British: Bangladeshi,United Kingdom,Other,,,,,,,,,,,,,,,
5326,5326,Allan Whitehouse,male,South East,GU14 8UT,White,United Kingdom,Other,,,,,,,,,,,,,,,
8916,8916,Anthony Sullivan,male,South East,GU21 5DJ,White,United Kingdom,5. Skilled trades occupations,,,,,,,,,,,,,,,
7773,7773,Glen Humphries,male,East,EN9 1HB,Black / African / Caribbean / Black British,United Kingdom,Other,,,,,,,,,,,,,,,
2559,2559,Kim Dixon,female,Yorkshire and The Humber,LS10 3NT,White,United Kingdom,Other,,,,,,,,,,,,,,,
254,254,Matthew Stevenson,male,London,N1 9FJ,Black / African / Caribbean / Black British,Ghana,Other,0.0,204.0,3705.528588,One person household,Yes,8016.0156099999995,16285911-eb15-401a-b937-04fb53e0469b,1.0,65 or over,0.0,1 bedroom,0.0,1.0,65.0,london
4082,4082,Ann Farrell,female,West Midlands,WR9 9EB,White,United Kingdom,Other,,,,,,,,,,,,,,,
6281,6281,Clive Murray,male,East,IP21 4JE,Other Ethnic Group,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
8619,8619,Sophie Henderson,female,North West,OL6 0DG,White,United Kingdom,Other,,,,,,,,,,,,,,,
8883,8883,Russell Dickinson,male,South East,OX4 3PP,White,United Kingdom,Other,,,,,,,,,,,,,,,
2470,2470,Sarah Roberts,female,North West,M33 3GD,White,United Kingdom,7. Sales and customer service occupations,,,,,,,,,,,,,,,
2153,2153,Joshua Clarke,male,West Midlands,WV4 4HE,White,United Kingdom,Other,,,,,,,,,,,,,,,
1139,1139,Peter McDonald,male,Northern Ireland,BT11 8AB,White,United Kingdom,"6. Caring, leisure and other service occupations",,,,,,,,,,,,,,,
4943,4943,Linda Harris,female,Yorkshire and The Humber,YO17 8RD,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
1648,1648,Jane Murray,female,London,N17 9UY,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
1154,1154,Melanie Brown,female,South East,CT9 3YL,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
2199,2199,Reece Wells,male,North West,L21 9NG,White,United Kingdom,9. Elementary occupations,,,,,,,,,,,,,,,
3749,3749,Annette Ali,female,East Midlands,LE7 3SS,White,United Kingdom,Other,,,,,,,,,,,,,,,
7073,7073,Holly Watts,female,Scotland,G84 9PR,White,United Kingdom,8. Process plant and machine operatives,,,,,,,,,,,,,,,
1008,1008,Tina Bruce,female,South East,PO5 1AS,White,United Kingdom,Other,,,,,,,,,,,,,,,
3241,3241,Billy Palmer,male,South West,SN25 4XE,White,Colombia,Other,,,,,,,,,,,,,,,
7891,7891,Jane Higgins,female,South East,RG40 2DH,White,United Kingdom,Other,,,,,,,,,,,,,,,
8906,8906,Roger Jones,male,South East,TN3 9AL,Asian / Asian British: Indian,United Kingdom,Other,,,,,,,,,,,,,,,
2285,2285,Tracy Allan,female,East,PE14 7ET,White,United Kingdom,Other,,,,,,,,,,,,,,,
9379,9379,Liam Townsend,male,South East,RH17 6UD,White,United Kingdom,Other,,,,,,,,,,,,,,,
7643,7643,Judith Hancock,female,Northern Ireland,BT28 3HD,White,United Kingdom,Other,,,,,,,,,,,,,,,
3823,3823,Katie Singh,female,West Midlands,CV47 1PH,White,United Kingdom,Other,,,,,,,,,,,,,,,
7040,7040,Maureen Roberts,female,Scotland,IV2 6DJ,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
7434,7434,Charlie Jones,male,Northern Ireland,BT38 8DN,White,United Kingdom,7. Sales and customer service occupations,,,,,,,,,,,,,,,
8275,8275,Russell Parker,male,East,CO15 2JW,White,United Kingdom,Other,,,,,,,,,,,,,,,
9611,9611,Lewis Lawrence,male,South East,PO20 7NF,White,United Kingdom,Other,,,,,,,,,,,,,,,
9212,9212,Jessica Harris,female,East Midlands,DE24 8LG,White,United Kingdom,Other,,,,,,,,,,,,,,,
1226,1226,Abbie Howarth,female,East,HP3 8HH,White,United Kingdom,Other,,,,,,,,,,,,,,,
3306,3306,Patrick Vincent,male,Scotland,KY16 9SH,White,United Kingdom,Other,,,,,,,,,,,,,,,
155,155,Anthony Barnes,male,East,MK41 0UJ,White,United Kingdom,Other,0.0,0.0,952.8994622000001,One family households,Yes,2713.0745239999997,20b30af6-e7f9-47dc-88e2-bd8ba5752d72,5.0,Child,0.0,4 bedrooms,0.0,0.0,0.0,east
9111,9111,Christine Howell,female,Scotland,G12 8RL,White,United Kingdom,Other,,,,,,,,,,,,,,,
4163,4163,Clive Smith,male,East Midlands,S44 5EY,Asian / Asian British: Indian,United Kingdom,Other,,,,,,,,,,,,,,,
8762,8762,Rita Ellis,female,North West,PR1 8NF,White,United Kingdom,8. Process plant and machine operatives,,,,,,,,,,,,,,,
8727,8727,Maria Dodd,female,East,CM13 1LD,White,United Kingdom,Other,,,,,,,,,,,,,,,
6630,6630,Shirley Wright,female,East,PE34 4HX,Asian / Asian British: Indian,United Kingdom,Other,,,,,,,,,,,,,,,
5849,5849,Megan Banks,female,North East,DL13 3PE,White,United Kingdom,"6. Caring, leisure and other service occupations",,,,,,,,,,,,,,,
5359,5359,Anna Howard,female,London,UB1 2TJ,Asian / Asian British: Indian,United Kingdom,Other,,,,,,,,,,,,,,,
2242,2242,Frances Rose,female,South East,RG30 2BH,White,United Kingdom,Other,,,,,,,,,,,,,,,
5222,5222,Shaun Dixon,male,West Midlands,DE15 9QF,White,United Kingdom,Other,,,,,,,,,,,,,,,
7209,7209,Eric Barber,male,South West,BS24 8FH,White,United Kingdom,"1. Managers, directors and senior officials",,,,,,,,,,,,,,,
2617,2617,Debra Walsh,female,North East,NE42 6HE,White,United Kingdom,Other,,,,,,,,,,,,,,,
2837,2837,George Stewart,male,South East,RH5 6BZ,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
2038,2038,Ricky Law,male,London,SE20 8LQ,White,Portugal,Other,,,,,,,,,,,,,,,
8393,8393,Kirsty Riley,female,Yorkshire and The Humber,S3 7WT,White,United Kingdom,Other,,,,,,,,,,,,,,,
6267,6267,Katie Kelly,female,North West,M25 0DS,White,United Kingdom,Other,,,,,,,,,,,,,,,
2610,2610,Stuart Whittaker,male,North West,OL11 5SF,Asian / Asian British: Other Asian,United Kingdom,Other,,,,,,,,,,,,,,,
1710,1710,Mark Chapman,male,West Midlands,DY7 6DA,Black / African / Caribbean / Black British,United Kingdom,Other,,,,,,,,,,,,,,,
5226,5226,Eleanor Kirk,female,North West,FY5 4EY,White,United Kingdom,Other,,,,,,,,,,,,,,,
7599,7599,Victoria Bibi,female,South West,BS36 1AQ,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
2612,2612,Naomi Lloyd,female,South East,RH5 6PF,White,United Kingdom,"6. Caring, leisure and other service occupations",,,,,,,,,,,,,,,
